Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2024/25

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Internationella Engelska Skolan Uppsala;83401016;Uppsala;0380;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;102;13,7;72,5;13,7;121;9,9;89,3;0,8;117;1,7;94,9;3,4;.;.;.;.;
JENSEN grundskola Uppsala 2;97879425;Uppsala;0380;Enskild;Jensen Education College AB;5566358759;30;.;83,3;16,7;31;.;83,9;16,1;29;6,9;86,2;6,9;.;.;.;.;
Katarinaskolan;71951060;Uppsala;0380;Enskild;Heliga Katarinas Skolstiftelse;8176030867;99;7,1;67,7;25,3;95;.;78,9;21,1;99;4,0;87,9;8,1;.;.;.;.;
Kunskapsskolan Uppsala;73947432;Uppsala;0380;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;117;0,9;82,1;17,1;120;3,3;83,3;13,3;120;13,3;81,7;5,0;.;.;.;.;
Kunskapsskolan Uppsala Norra;73806643;Uppsala;0380;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;79;.;77,2;22,8;85;10,6;80,0;9,4;87;3,4;90,8;5,7;.;.;.;.;
Kvarngärdesskolan;61003071;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;18;.;77,8;22,2;25;.;88,0;12,0;.;.;.;.;.;.;.;.;
Nannaskolan;29677535;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;112;1,8;35,7;62,5;131;4,6;74,0;21,4;141;15,6;63,1;21,3;27;3,7;59,3;37,0;
Palmbladsskolan;40275917;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;105;1,0;61,9;37,1;110;2,7;70,0;27,3;116;12,1;86,2;1,7;.;.;.;.;
Raoul Wallenbergskolan Uppsala;56867001;Uppsala;0380;Enskild;Raoul Wallenbergskolorna AB;5566740113;61;8,2;60,7;31,1;61;.;55,7;44,3;62;12,9;61,3;25,8;.;.;.;.;
Rosendals skola;43933186;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;107;2,8;72,0;25,2;119;.;69,7;30,3;126;21,4;66,7;11,9;16;.;37,5;62,5;
Stordammens skola;95132430;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;69;.;62,3;37,7;81;2,5;82,7;14,8;84;7,1;81,0;11,9;16;18,8;56,3;25,0;
Sverkerskolan;21969379;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;78;2,6;32,1;65,4;84;.;44,0;56,0;84;.;46,4;53,6;.;.;.;.;
Tiundaskolan;53847396;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;121;1,7;50,4;47,9;138;2,2;73,9;23,9;133;4,5;82,0;13,5;19;.;36,8;63,2;
Tuna skola;26666728;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;19;.;78,9;21,1;19;.;52,6;47,4;19;10,5;84,2;5,3;.;.;.;.;
Tunabergsskolan;54742485;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;133;2,3;57,9;39,8;141;2,1;78,0;19,9;143;2,8;92,3;4,9;.;.;.;.;
Uppsala Musikklasser;89387408;Uppsala;0380;Enskild;Stiftelsen Uppsala Musikklasser;8176054917;80;2,5;77,5;20,0;78;.;79,5;20,5;81;7,4;88,9;3,7;.;.;.;.;
Uppsala waldorfskola;69405762;Uppsala;0380;Enskild;Stiftelsen Uppsala Waldorfskola;8176031154;15;.;66,7;33,3;15;.;100,0;.;15;6,7;66,7;26,7;.;.;.;.;
Vaksalaskolan;28006480;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;52;1,9;32,7;65,4;56;1,8;85,7;12,5;60;1,7;88,3;10,0;.;.;.;.;
Valsätraskolan;56446888;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;92;4,3;52,2;43,5;110;3,6;83,6;12,7;108;24,1;68,5;7,4;17;35,3;52,9;11,8;
von Bahrs skola;17250578;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;43;7,0;69,8;23,3;51;.;98,0;2,0;55;18,2;80,0;1,8;.;.;.;.;
Västra Stenhagenskolan;48134074;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;79;1,3;57,0;41,8;95;.;45,3;54,7;92;10,9;80,4;8,7;15;.;73,3;26,7;
Ärentunaskolan;64800741;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;144;1,4;64,6;34,0;152;3,3;81,6;15,1;151;9,9;84,8;5,3;.;.;.;.;
Åsedaskolan 7-9;75658239;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;28;7,1;75,0;17,9;43;.;88,4;11,6;43;11,6;74,4;14,0;.;.;.;.;
Älghultskolan;73077490;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;29;.;65,5;34,5;42;.;90,5;9,5;42;19,0;71,4;9,5;.;.;.;.;
Petrus Magni skola;21550555;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;67;7,5;55,2;37,3;71;8,5;87,3;4,2;65;20,0;63,1;16,9;.;.;.;.;
Fågelforsskolan 7-9;38944084;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;76;.;86,8;13,2;81;4,9;93,8;1,2;85;18,8;74,1;7,1;.;.;.;.;
Hjortsjöskolan 7-9;95197505;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;63;7,9;44,4;47,6;77;6,5;87,0;6,5;74;5,4;79,7;14,9;.;.;.;.;
Vammarskolan 4-9;53620708;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;60;11,7;73,3;15,0;61;4,9;59,0;36,1;61;16,4;77,0;6,6;.;.;.;.;
Bällstabergsskolan;52293921;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;45;6,7;33,3;60,0;45;.;77,8;22,2;45;4,4;95,6;.;.;.;.;.;
Hagaskolan;84520303;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;72;16,7;61,1;22,2;76;1,3;78,9;19,7;74;13,5;77,0;9,5;.;.;.;.;
Karlslundsskolan;11193969;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;41;12,2;73,2;14,6;46;.;71,7;28,3;46;.;97,8;2,2;.;.;.;.;
Lovisedalsskolan;29278599;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;40;.;77,5;22,5;43;11,6;83,7;4,7;43;44,2;51,2;4,7;.;.;.;.;
Rosendalsskolan;63742407;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;54;.;59,3;40,7;57;10,5;82,5;7,0;59;18,6;71,2;10,2;.;.;.;.;
Vallentuna Friskola;72378947;Vallentuna;0115;Enskild;Vallentuna Friskola AB;5565736187;48;.;54,2;45,8;48;4,2;64,6;31,3;46;4,3;73,9;21,7;.;.;.;.;
Vittra Vallentuna;46206050;Vallentuna;0115;Enskild;Vittraskolorna AB;5564586716;43;2,3;93,0;4,7;43;.;90,7;9,3;44;.;95,5;4,5;.;.;.;.;
Smedbergsskolan 4-9;20545871;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;65;1,5;43,1;55,4;64;.;43,8;56,3;71;22,5;67,6;9,9;.;.;.;.;
Alléskolan;45270097;Vara;1470;Kommunal;Vara kommun;2120002924;91;3,3;53,8;42,9;103;3,9;61,2;35,0;105;21,9;75,2;2,9;.;.;.;.;
Nästegårdsskolan åk7-åk9;30499176;Vara;1470;Kommunal;Vara kommun;2120002924;53;3,8;62,3;34,0;58;1,7;84,5;13,8;60;30,0;65,0;5,0;.;.;.;.;
Almers skola 4-9 och fritidshem;39690579;Varberg;1383;Kommunal;Varbergs kommun;2120001249;43;2,3;58,1;39,5;47;4,3;59,6;36,2;47;21,3;57,4;21,3;.;.;.;.;
Ankarskolan 4-9;68653982;Varberg;1383;Kommunal;Varbergs kommun;2120001249;52;3,8;67,3;28,8;53;.;66,0;34,0;54;16,7;79,6;3,7;.;.;.;.;
Bosgårdsskolan 4-9;55731587;Varberg;1383;Kommunal;Varbergs kommun;2120001249;59;3,4;39,0;57,6;66;.;56,1;43,9;60;51,7;45,0;3,3;.;.;.;.;
Hagaskolan 4-9;26579492;Varberg;1383;Kommunal;Varbergs kommun;2120001249;21;.;71,4;28,6;26;3,8;57,7;38,5;26;15,4;73,1;11,5;.;.;.;.;
Håstensskolan 8 och 9;75684823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;85;2,4;58,8;38,8;96;6,3;60,4;33,3;97;9,3;86,6;4,1;.;.;.;.;
Kunskapsskolan Varberg;52846430;Varberg;1383;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;78;.;73,1;26,9;86;.;81,4;18,6;78;3,8;83,3;12,8;.;.;.;.;
Lindbergs skola 4-9;23521056;Varberg;1383;Kommunal;Varbergs kommun;2120001249;33;3,0;81,8;15,2;33;.;72,7;27,3;34;.;100,0;.;.;.;.;.;
Nyhemsskolan Varbergs Krist sk;74843338;Varberg;1383;Enskild;Nyhemsskolan-Varbergs Kristna Skola, ekonomisk förening;7696068431;17;5,9;88,2;5,9;17;5,9;76,5;17,6;18;44,4;50,0;5,6;.;.;.;.;
Påskbergsskolan 4-9;50675351;Varberg;1383;Kommunal;Varbergs kommun;2120001249;50;4,0;72,0;24,0;51;.;66,7;33,3;52;7,7;73,1;19,2;.;.;.;.;
Rolfstorps skola 4-9;18002855;Varberg;1383;Kommunal;Varbergs kommun;2120001249;50;4,0;38,0;58,0;50;.;86,0;14,0;53;7,5;79,2;13,2;.;.;.;.;
Trönninge skola 4-9;71449540;Varberg;1383;Kommunal;Varbergs kommun;2120001249;82;4,9;76,8;18,3;85;3,5;85,9;10,6;87;13,8;74,7;11,5;.;.;.;.;
Vidhögeskolan 4-9;70460569;Varberg;1383;Kommunal;Varbergs kommun;2120001249;67;22,4;74,6;3,0;71;1,4;76,1;22,5;70;47,1;51,4;1,4;.;.;.;.;
Väröbackaskolan 4-9;68613823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;48;8,3;50,0;41,7;48;4,2;77,1;18,8;52;11,5;86,5;1,9;.;.;.;.;
Kronängsskolan;48724676;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;144;12,5;68,1;19,4;136;5,9;75,7;18,4;141;17,0;75,2;7,8;.;.;.;.;
Framtidskomp. V Ingelstad sk;44979671;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;39;.;56,4;43,6;40;.;90,0;10,0;42;26,2;71,4;2,4;.;.;.;.;
Framtidskompassen i Vellinge;15068529;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;42;2,4;50,0;47,6;44;4,5;56,8;38,6;44;9,1;84,1;6,8;.;.;.;.;
Herrestorpskolan;16650439;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;37;8,1;51,4;40,5;42;2,4;83,3;14,3;43;14,0;74,4;11,6;.;.;.;.;
Ljungenskolan;41197162;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;64;.;79,7;20,3;65;1,5;83,1;15,4;65;10,8;69,2;20,0;.;.;.;.;
Sandeplanskolan;71367825;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;58;1,7;70,7;27,6;60;8,3;80,0;11,7;64;12,5;78,1;9,4;.;.;.;.;
Skanör Falsterbo Montessorisk.;46725455;Vellinge;1233;Enskild;Skanör Falsterbo Montessoriskola AB;5566270095;15;13,3;73,3;13,3;15;.;86,7;13,3;.;.;.;.;.;.;.;.;
Skanörs skola;46945514;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;34;5,9;67,6;26,5;34;.;85,3;14,7;33;3,0;97,0;.;.;.;.;.;
Stora Hammars skola;24181728;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;54;1,9;42,6;55,6;55;7,3;76,4;16,4;55;7,3;83,6;9,1;.;.;.;.;
Södervångskolan;28023150;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;39;.;69,2;30,8;40;7,5;67,5;25,0;38;7,9;89,5;2,6;.;.;.;.;
Tångvallaskolan;58994715;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;31;3,2;54,8;41,9;30;3,3;70,0;26,7;30;3,3;86,7;10,0;.;.;.;.;
Ängdalaskolan;11885832;Vellinge;1233;Enskild;Ängdala Skolor AB;5565279931;56;.;82,1;17,9;56;3,6;57,1;39,3;56;16,1;80,4;3,6;.;.;.;.;
Landsbro skola 7-9;69564434;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;91;12,1;46,2;41,8;109;8,3;67,9;23,9;105;7,6;85,7;6,7;17;.;58,8;41,2;
Withalaskolan 1;98508777;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;39;15,4;59,0;25,6;58;3,4;79,3;17,2;58;20,7;58,6;20,7;18;.;77,8;22,2;
Withalaskolan 2;37915996;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;111;3,6;74,8;21,6;140;5,7;78,6;15,7;141;14,9;76,6;8,5;36;8,3;63,9;27,8;
Hembergsskolan 7-9;59758107;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;51;3,9;74,5;21,6;53;.;64,2;35,8;54;13,0;79,6;7,4;.;.;.;.;
Astrid Lindgrens skola 7-9;92620495;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;66;12,1;63,6;24,2;79;.;58,2;41,8;71;11,3;69,0;19,7;.;.;.;.;
Vimarskolan 7-9;39345593;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;79;17,7;50,6;31,6;92;1,1;78,3;20,7;92;.;96,7;3,3;.;.;.;.;
Renforsskolan;74352559;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;53;3,8;50,9;45,3;59;.;55,9;44,1;60;11,7;70,0;18,3;.;.;.;.;
Slottsskolan 7-9;52426554;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;48;8,3;62,5;29,2;68;.;64,7;35,3;70;17,1;71,4;11,4;21;14,3;47,6;38,1;
Gullhögskolan;84179524;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;120;5,8;50,8;43,3;135;1,5;60,0;38,5;129;7,8;76,7;15,5;.;.;.;.;
Dalboskolan;93140467;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;49;10,2;46,9;42,9;50;4,0;64,0;32,0;51;13,7;66,7;19,6;.;.;.;.;
Fridaskolan, Vänersborg;10982633;Vänersborg;1487;Enskild;Fridaskolorna AB;5564515988;65;10,8;58,5;30,8;65;3,1;75,4;21,5;65;15,4;76,9;7,7;.;.;.;.;
Silvertärnan Väster;77794757;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;30;3,3;73,3;23,3;43;7,0;79,1;14,0;43;23,3;62,8;14,0;15;6,7;40,0;53,3;
Silvertärnan Öster;32017880;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;40;15,0;57,5;27,5;64;4,7;71,9;23,4;68;8,8;35,3;55,9;22;18,2;54,5;27,3;
Torpaskolan Söder;69372123;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;87;1,1;69,0;29,9;96;.;56,3;43,8;99;17,2;74,7;8,1;.;.;.;.;
Vänerparkens skola 2;84843919;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;60;16,7;68,3;15,0;71;.;63,4;36,6;70;11,4;88,6;.;.;.;.;.;
Hammarskolan AB;94348319;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;47;4,3;59,6;36,2;50;2,0;74,0;24,0;50;2,0;80,0;18,0;.;.;.;.;
Hammarskolan CD;90298777;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;46;4,3;43,5;52,2;45;.;66,7;33,3;43;16,3;81,4;2,3;.;.;.;.;
Brunns skola;42434583;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;46;2,2;58,7;39,1;47;.;61,7;38,3;49;8,2;61,2;30,6;.;.;.;.;
Djurö skola;18053776;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;29;6,9;65,5;27,6;31;.;74,2;25,8;30;16,7;66,7;16,7;.;.;.;.;
Hemmestaskolan;24561769;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;62;14,5;66,1;19,4;66;.;72,7;27,3;62;9,7;83,9;6,5;.;.;.;.;
Internationella Engelska Skolan Värmdö;62569730;Värmdö;0120;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;58;.;70,7;29,3;59;.;88,1;11,9;59;18,6;76,3;5,1;.;.;.;.;
Kvarnbergsskolan;97402564;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;102;5,9;46,1;48,0;104;.;73,1;26,9;105;21,9;71,4;6,7;.;.;.;.;
Lemshagastiftelsen;11364996;Värmdö;0120;Enskild;Lemshagastiftelsen;8024007075;50;.;84,0;16,0;48;.;81,3;18,8;49;16,3;79,6;4,1;.;.;.;.;
Ösbyskolan;88283203;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;73;4,1;47,9;47,9;75;6,7;84,0;9,3;74;8,1;83,8;8,1;.;.;.;.;
Apladalsskolan;40576389;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;119;6,7;79,0;14,3;132;1,5;84,8;13,6;139;23,0;75,5;1,4;19;15,8;73,7;10,5;
Bors skola;68702432;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;47;.;78,7;21,3;62;4,8;59,7;35,5;61;4,9;93,4;1,6;.;.;.;.;
Forshedaskolan;23192281;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;58;3,4;58,6;37,9;56;1,8;76,8;21,4;57;17,5;78,9;3,5;.;.;.;.;
Gröndalsskolan;41729877;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;118;13,6;60,2;26,3;151;1,3;89,4;9,3;147;13,6;83,0;3,4;30;3,3;86,7;10,0;
Alphaskolan;25749057;Västervik;0883;Enskild;Kunskapsnavet AB;5565121570;44;2,3;63,6;34,1;46;.;91,3;8,7;45;8,9;82,2;8,9;.;.;.;.;
Ankarsrums skola 7-9;72904597;Västervik;0883;Kommunal;Västerviks kommun;2120000779;31;3,2;74,2;22,6;32;6,3;68,8;25,0;36;22,2;66,7;11,1;.;.;.;.;
Ellen Keyskolan;27459423;Västervik;0883;Kommunal;Västerviks kommun;2120000779;119;6,7;66,4;26,9;125;0,8;63,2;36,0;128;10,2;84,4;5,5;.;.;.;.;
Ludvigsborgsskolan;16547623;Västervik;0883;Kommunal;Västerviks kommun;2120000779;79;7,6;63,3;29,1;91;2,2;72,5;25,3;94;17,0;71,3;11,7;.;.;.;.;
Östra Ringskolan;18058977;Västervik;0883;Kommunal;Västerviks kommun;2120000779;55;5,5;52,7;41,8;59;1,7;61,0;37,3;59;13,6;67,8;18,6;.;.;.;.;
Centuriaskolan;83896681;Västerås;1980;Enskild;021 Skol AB;5568373228;38;2,6;65,8;31,6;41;.;65,9;34,1;39;12,8;84,6;2,6;.;.;.;.;
Entréskolan Västerås;77743622;Västerås;1980;Enskild;AmiSgo AB;5568148117;27;.;88,9;11,1;28;7,1;57,1;35,7;27;7,4;92,6;.;.;.;.;.;
Fryxellska skolan;73093445;Västerås;1980;Enskild;Stiftelsen Fryx;8780016211;130;4,6;56,9;38,5;131;.;68,7;31,3;130;3,1;86,2;10,8;.;.;.;.;
Grundskolan Äventyret;57243353;Västerås;1980;Enskild;Stiftelsen Äventyret;8024262159;.;.;.;.;15;.;33,3;66,7;15;.;93,3;6,7;.;.;.;.;
Internationella Engelska Skolan Västerås;46042136;Västerås;1980;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;75;8,0;68,0;24,0;108;0,9;86,1;13,0;109;2,8;90,8;6,4;21;.;95,2;4,8;
Irstaskolan;61002601;Västerås;1980;Kommunal;Västerås kommun;2120002080;99;1,0;54,5;44,4;99;2,0;64,6;33,3;100;6,0;78,0;16,0;.;.;.;.;
JENSEN grundskola Västerås;44284183;Västerås;1980;Enskild;Jensen Education College AB;5566358759;81;1,2;65,4;33,3;84;.;85,7;14,3;86;10,5;73,3;16,3;.;.;.;.;
Kristiansborgsskolan;65736810;Västerås;1980;Kommunal;Västerås kommun;2120002080;68;11,8;54,4;33,8;96;.;60,4;39,6;107;19,6;68,2;12,1;34;.;44,1;55,9;
Kunskapsskolan Västerås;30576881;Västerås;1980;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;103;15,5;76,7;7,8;104;6,7;84,6;8,7;100;9,0;62,0;29,0;.;.;.;.;
Noblaskolan Hagaberg;30313010;Västerås;1980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;59;5,1;89,8;5,1;56;.;50,0;50,0;60;8,3;90,0;1,7;.;.;.;.;
Noblaskolan Hemdal;80009811;Västerås;1980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;41;4,9;70,7;24,4;44;.;65,9;34,1;40;.;82,5;17,5;.;.;.;.;
Nybyggeskolan;69664897;Västerås;1980;Kommunal;Västerås kommun;2120002080;83;4,8;72,3;22,9;120;1,7;81,7;16,7;128;19,5;68,8;11,7;39;15,4;64,1;20,5;
Persboskolan;10453232;Västerås;1980;Kommunal;Västerås kommun;2120002080;36;16,7;41,7;41,7;41;14,6;61,0;24,4;43;34,9;44,2;20,9;.;.;.;.;
Pettersbergsskolan;66142210;Västerås;1980;Kommunal;Västerås kommun;2120002080;15;6,7;73,3;20,0;34;8,8;88,2;2,9;39;20,5;53,8;25,6;24;12,5;70,8;16,7;
Pilträdsskolan;81265119;Västerås;1980;Enskild;Stiftelsen Källan;8780019090;.;.;.;.;38;2,6;97,4;.;38;.;73,7;26,3;32;.;68,8;31,3;
Rönnbyskolan;99408329;Västerås;1980;Kommunal;Västerås kommun;2120002080;44;4,5;61,4;34,1;53;20,8;69,8;9,4;52;23,1;76,9;.;.;.;.;.;
Skiljeboskolan;77449846;Västerås;1980;Kommunal;Västerås kommun;2120002080;75;1,3;68,0;30,7;95;2,1;75,8;22,1;98;10,2;78,6;11,2;23;4,3;69,6;26,1;
Skälbyskolan;50095535;Västerås;1980;Enskild;CK Utbildning AB;5569081150;29;3,4;69,0;27,6;42;.;42,9;57,1;42;4,8;73,8;21,4;.;.;.;.;
Tillbergaskolan;33439128;Västerås;1980;Kommunal;Västerås kommun;2120002080;81;7,4;59,3;33,3;78;1,3;62,8;35,9;81;16,0;84,0;.;.;.;.;.;
Viksängsskolan;35110948;Västerås;1980;Kommunal;Västerås kommun;2120002080;170;2,9;65,9;31,2;193;3,1;74,6;22,3;190;10,0;83,7;6,3;20;.;45,0;55,0;
Önstaskolan;84998800;Västerås;1980;Kommunal;Västerås kommun;2120002080;119;4,2;56,3;39,5;131;1,5;63,4;35,1;143;4,9;74,8;20,3;22;.;63,6;36,4;
Braås skola 4-9;86616046;Växjö;0780;Kommunal;Växjö kommun;2120000662;41;.;41,5;58,5;50;.;90,0;10,0;49;4,1;79,6;16,3;.;.;.;.;
Elin Wägnerskolan 1;49233138;Växjö;0780;Kommunal;Växjö kommun;2120000662;34;8,8;50,0;41,2;47;4,3;72,3;23,4;47;17,0;74,5;8,5;.;.;.;.;
Elin Wägnerskolan 2;17024808;Växjö;0780;Kommunal;Växjö kommun;2120000662;20;10,0;55,0;35,0;38;7,9;76,3;15,8;40;22,5;70,0;7,5;18;22,2;55,6;22,2;
Fagrabäckskolan;29751275;Växjö;0780;Kommunal;Växjö kommun;2120000662;87;18,4;57,5;24,1;110;2,7;66,4;30,9;112;8,9;71,4;19,6;22;13,6;68,2;18,2;
Hagavikskolan;81662991;Växjö;0780;Kommunal;Växjö kommun;2120000662;34;.;47,1;52,9;38;5,3;89,5;5,3;38;28,9;60,5;10,5;.;.;.;.;
Internationella Engelska Skolan Växjö;11366318;Växjö;0780;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;28;7,1;53,6;39,3;35;.;71,4;28,6;35;28,6;68,6;2,9;.;.;.;.;
Kronoberg Skola;44785862;Växjö;0780;Enskild;Nordic International School AB;5566102033;108;5,6;70,4;24,1;132;.;79,5;20,5;130;18,5;75,4;6,2;20;.;60,0;40,0;
Lammhults skola;20877276;Växjö;0780;Kommunal;Växjö kommun;2120000662;25;.;72,0;28,0;32;.;62,5;37,5;34;.;88,2;11,8;.;.;.;.;
Mobergsskolan Växjö;69600902;Växjö;0780;Enskild;Skolalliansen i Sverige AB;5567497051;115;7,0;61,7;31,3;117;6,0;75,2;18,8;114;15,8;78,1;6,1;.;.;.;.;
Norregårdskolan;12286029;Växjö;0780;Kommunal;Växjö kommun;2120000662;142;5,6;73,2;21,1;165;2,4;80,6;17,0;167;18,6;65,9;15,6;21;.;76,2;23,8;
Prolympia Växjö;83197782;Växjö;0780;Enskild;Prolympia AB;5567026454;112;4,5;69,6;25,9;112;0,9;70,5;28,6;112;16,1;81,3;2,7;.;.;.;.;
Pär Lagerkvistskolan 7-9;18116804;Växjö;0780;Kommunal;Växjö kommun;2120000662;123;3,3;37,4;59,3;133;1,5;58,6;39,8;122;14,8;59,0;26,2;.;.;.;.;
Ringsbergskolan;65161034;Växjö;0780;Kommunal;Växjö kommun;2120000662;24;12,5;58,3;29,2;23;17,4;73,9;8,7;23;.;95,7;4,3;.;.;.;.;
Teleborg Centrum skola 1;47043218;Växjö;0780;Kommunal;Växjö kommun;2120000662;60;1,7;80,0;18,3;64;.;78,1;21,9;62;22,6;69,4;8,1;.;.;.;.;
Teleborg Centrum skola 2;28059616;Växjö;0780;Kommunal;Växjö kommun;2120000662;37;2,7;56,8;40,5;46;.;93,5;6,5;46;21,7;71,7;6,5;.;.;.;.;
Växjö Internationella Grundskola 7-9;20002379;Växjö;0780;Enskild;Lacko Internationella Grundskola AB;5568111123;.;.;.;.;21;.;81,0;19,0;21;.;90,5;9,5;.;.;.;.;
Ydreskolan 2;61662490;Ydre;0512;Kommunal;Ydre kommun;2120000381;33;.;75,8;24,2;35;.;94,3;5,7;35;.;94,3;5,7;.;.;.;.;
Kunskapsskolan Ystad;58980145;Ystad;1286;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;92;3,3;46,7;50,0;92;.;85,9;14,1;100;23,0;70,0;7,0;.;.;.;.;
Nordic International School Ystad;49197086;Ystad;1286;Enskild;Nordic International School AB;5566102033;23;8,7;60,9;30,4;30;.;56,7;43,3;31;6,5;87,1;6,5;.;.;.;.;
Norreportskolan;89680009;Ystad;1286;Kommunal;Ystad kommun;2120001181;146;0,7;48,6;50,7;160;3,8;80,0;16,3;156;11,5;77,6;10,9;.;.;.;.;
Västerportskolan;54436997;Ystad;1286;Kommunal;Ystad kommun;2120001181;123;1,6;59,3;39,0;136;1,5;53,7;44,9;134;9,0;64,2;26,9;.;.;.;.;
