Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Skolan Bergius;35008423;Sigtuna;0191;Enskild;Sigtuna Friskola AB;5567482707;51;.;62,7;37,3;64;.;95,3;4,7;63;3,2;87,3;9,5;.;.;.;.;
S:t Olofs skola;13579948;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;92;3,3;46,7;50,0;102;.;49,0;51,0;109;0,9;86,2;12,8;17;.;52,9;47,1;
Steningehöjdens skola;38854084;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;38;10,5;52,6;36,8;72;.;72,2;27,8;67;17,9;64,2;17,9;34;.;61,8;38,2;
Korsavadsskolan 2;23701416;Simrishamn;1291;Kommunal;Simrishamns kommun;2120000969;98;3,1;78,6;18,4;122;.;51,6;48,4;123;16,3;75,6;8,1;27;.;66,7;33,3;
Nils Holgerssonskolan;24445412;Simrishamn;1291;Enskild;Föräldrakooperativet Nils Holgerssonskolan Ek Fö;7696014666;25;.;84,0;16,0;26;.;88,5;11,5;26;7,7;80,8;11,5;.;.;.;.;
Sophiaskolan;59958745;Simrishamn;1291;Enskild;Stift Sophiaskolan, Österlens Waldorfskola;8388005517;22;.;86,4;13,6;23;.;95,7;4,3;19;.;100,0;.;.;.;.;.;
Färsingaskolan;17176734;Sjöbo;1265;Kommunal;Sjöbo kommun;2120001090;93;7,5;68,8;23,7;130;.;77,7;22,3;130;12,3;80,8;6,9;15;6,7;66,7;26,7;
Friskolan Metis;46013569;Skara;1495;Enskild;Lärocentrum i Skara Ekonomisk Förening;7696068381;30;16,7;46,7;36,7;27;.;77,8;22,2;27;25,9;74,1;.;.;.;.;.;
Viktoriaskolan 1;14808086;Skara;1495;Kommunal;Skara kommun;2120001702;55;3,6;74,5;21,8;69;.;88,4;11,6;66;6,1;78,8;15,2;.;.;.;.;
Viktoriaskolan 2;15007645;Skara;1495;Kommunal;Skara kommun;2120001702;72;5,6;79,2;15,3;90;2,2;82,2;15,6;90;13,3;76,7;10,0;21;9,5;76,2;14,3;
Björkskolan;65417636;Skellefteå;2482;Enskild;Skolföreningen Växa;8947021443;23;8,7;78,3;13,0;21;.;76,2;23,8;24;8,3;91,7;.;.;.;.;.;
Björnåkersskolan;15720147;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;29;3,4;62,1;34,5;32;.;43,8;56,3;29;20,7;69,0;10,3;.;.;.;.;
Bolidenskolan;39160736;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;18;5,6;72,2;22,2;28;.;82,1;17,9;28;7,1;82,1;10,7;.;.;.;.;
Bureskolan;97784361;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;37;13,5;67,6;18,9;42;19,0;57,1;23,8;45;22,2;75,6;2,2;.;.;.;.;
Byskeskolan;23992844;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;40;7,5;57,5;35,0;38;.;86,8;13,2;43;2,3;60,5;37,2;.;.;.;.;
Floraskolan;81992480;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;81;3,7;72,8;23,5;81;7,4;87,7;4,9;81;32,1;65,4;2,5;.;.;.;.;
Internationella Engelska Skolan Skellefteå;92621428;Skellefteå;2482;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;25;8,0;88,0;4,0;27;.;96,3;3,7;26;.;96,2;3,8;.;.;.;.;
Kågeskolan;67809657;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;54;.;55,6;44,4;58;3,4;58,6;37,9;58;3,4;82,8;13,8;.;.;.;.;
Lejonströmsskolan;53655678;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;73;1,4;61,6;37,0;78;2,6;82,1;15,4;72;25,0;66,7;8,3;.;.;.;.;
Lövångersskolan;87194036;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;15;.;93,3;6,7;17;.;88,2;11,8;17;5,9;94,1;.;.;.;.;.;
Morö backe skola;48983548;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;53;15,1;71,7;13,2;59;1,7;84,7;13,6;57;28,1;71,9;.;.;.;.;.;
Norrhammarskolan;20566987;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;36;.;63,9;36,1;61;4,9;72,1;23,0;62;32,3;64,5;3,2;.;.;.;.;
Sörböleskolan;89661489;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;90;12,2;65,6;22,2;85;2,4;60,0;37,6;95;32,6;65,3;2,1;.;.;.;.;
Ursviksskolan;15716434;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;49;2,0;59,2;38,8;47;4,3;44,7;51,1;48;2,1;85,4;12,5;.;.;.;.;
Örjanskolan;42247223;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;.;.;.;.;42;2,4;76,2;21,4;42;47,6;50,0;2,4;.;.;.;.;
Klockarbergsskolan;62958817;Skinnskatteberg;1904;Kommunal;Skinnskattebergs kommun;2120002023;22;13,6;50,0;36,4;27;.;66,7;33,3;26;7,7;80,8;11,5;.;.;.;.;
Alléskolan;60217642;Skurup;1264;Kommunal;Skurups kommun;2120001082;22;9,1;68,2;22,7;23;.;69,6;30,4;23;21,7;73,9;4,3;.;.;.;.;
Prästamosseskolan;31975018;Skurup;1264;Kommunal;Skurups kommun;2120001082;131;6,9;59,5;33,6;149;1,3;53,0;45,6;148;12,8;78,4;8,8;19;10,5;47,4;42,1;
Eriksdalskolan 863;97361837;Skövde;1496;Kommunal;Skövde kommun;2120001710;51;7,8;80,4;11,8;61;4,9;77,0;18,0;53;24,5;73,6;1,9;.;.;.;.;
Helenaskolan 858;18790096;Skövde;1496;Kommunal;Skövde kommun;2120001710;107;10,3;61,7;28,0;140;0,7;81,4;17,9;147;18,4;70,1;11,6;39;2,6;76,9;20,5;
Raoul Wallenbergskolan Skövde;90728703;Skövde;1496;Enskild;Raoul Wallenbergskolorna Skaraborg AB;5591438618;110;12,7;79,1;8,2;116;.;69,0;31,0;110;9,1;87,3;3,6;.;.;.;.;
Stöpenskolan;89477299;Skövde;1496;Kommunal;Skövde kommun;2120001710;84;6,0;78,6;15,5;86;2,3;91,9;5,8;90;28,9;70,0;1,1;.;.;.;.;
Vasaskolan 859;16057411;Skövde;1496;Kommunal;Skövde kommun;2120001710;53;15,1;60,4;24,5;67;1,5;73,1;25,4;71;33,8;62,0;4,2;19;10,5;89,5;.;
Vasaskolan 869;83894630;Skövde;1496;Kommunal;Skövde kommun;2120001710;57;5,3;64,9;29,8;74;2,7;87,8;9,5;73;13,7;74,0;12,3;.;.;.;.;
Bergaskolan;81136807;Smedjebacken;2061;Kommunal;Smedjebackens kommun;2120002205;52;3,8;69,2;26,9;61;3,3;83,6;13,1;52;11,5;82,7;5,8;.;.;.;.;
Kyrkskolan;68814096;Smedjebacken;2061;Kommunal;Smedjebackens kommun;2120002205;27;11,1;63,0;25,9;27;.;51,9;48,1;29;6,9;82,8;10,3;.;.;.;.;
Junsele skola;49748045;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;20;15,0;75,0;10,0;21;4,8;66,7;28,6;22;18,2;77,3;4,5;.;.;.;.;
Nipanskolan F-9;46660811;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;50;4,0;84,0;12,0;54;.;77,8;22,2;55;12,7;56,4;30,9;.;.;.;.;
Vallaskolan 4-9;41865593;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;64;10,9;73,4;15,6;76;.;86,8;13,2;78;21,8;60,3;17,9;.;.;.;.;
Dibber International School Sollentuna;47462120;Sollentuna;0163;Enskild;Dibber Norrviken Skola AB;5567289391;25;.;68,0;32,0;30;.;80,0;20,0;30;30,0;70,0;.;.;.;.;.;
Edsbergsskolan;18595907;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;73;11,0;54,8;34,2;88;.;84,1;15,9;82;41,5;57,3;1,2;.;.;.;.;
Futuraskolan International Hertig Karl;40467992;Sollentuna;0163;Enskild;Futuraskolan AB;5566095047;.;.;.;.;19;.;36,8;63,2;19;10,5;68,4;21,1;.;.;.;.;
Futuraskolan International Rådan;47986219;Sollentuna;0163;Enskild;Futuraskolan AB;5566095047;32;.;87,5;12,5;38;.;89,5;10,5;37;.;97,3;2,7;.;.;.;.;
Gillbo-Gröndalsskolan;73629371;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;47;4,3;59,6;36,2;51;.;76,5;23,5;49;12,2;75,5;12,2;.;.;.;.;
Gärdesskolan;70201551;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;52;1,9;73,1;25,0;59;3,4;79,7;16,9;59;25,4;67,8;6,8;.;.;.;.;
Helenelundsskolan;62862066;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;108;10,2;56,5;33,3;116;2,6;89,7;7,8;120;10,8;86,7;2,5;.;.;.;.;
Häggvik- Skälbyskolan;85440729;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;49;.;89,8;10,2;51;3,9;84,3;11,8;52;13,5;76,9;9,6;.;.;.;.;
Mikaelskolan;85777315;Sollentuna;0163;Enskild;Föreningen Mikaelskolan;8148008330;.;.;.;.;15;.;86,7;13,3;.;.;.;.;.;.;.;.;
Norra Strand Dibber;21997077;Sollentuna;0163;Enskild;Dibber Norra Strand Skola AB;5568884240;17;.;58,8;41,2;22;.;63,6;36,4;22;22,7;68,2;9,1;.;.;.;.;
Runbackaskolan;15339442;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;54;3,7;53,7;42,6;56;5,4;71,4;23,2;56;21,4;73,2;5,4;.;.;.;.;
Rälsen AB åk 4-9;43375546;Sollentuna;0163;Enskild;Rälsen Aktiebolag;5564524220;26;19,2;69,2;11,5;26;.;100,0;.;26;19,2;80,8;.;.;.;.;.;
Silverbäcken Dibber;56867397;Sollentuna;0163;Enskild;Dibber Inspira AB;5566096516;40;2,5;40,0;57,5;41;.;80,5;19,5;45;8,9;77,8;13,3;.;.;.;.;
Silverdalsskolan;69195602;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;65;4,6;66,2;29,2;64;1,6;64,1;34,4;66;1,5;81,8;16,7;.;.;.;.;
Sofielundsskolan;39907811;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;33;3,0;87,9;9,1;58;1,7;81,0;17,2;55;16,4;81,8;1,8;22;9,1;86,4;4,5;
Sollentuna musikklasser;21871265;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;59;1,7;74,6;23,7;59;5,1;88,1;6,8;58;.;96,6;3,4;.;.;.;.;
Stockholm International Academy Häggvik;83735665;Sollentuna;0163;Enskild;Mubarak Utbildning AB;5568571748;18;5,6;72,2;22,2;26;.;92,3;7,7;26;3,8;92,3;3,8;.;.;.;.;
Tegelhagens skola;20253736;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;82;1,2;78,0;20,7;83;2,4;83,1;14,5;85;2,4;94,1;3,5;.;.;.;.;
Turebergsskolan;75401552;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;.;.;.;.;18;.;38,9;61,1;19;.;73,7;26,3;17;5,9;76,5;17,6;
Töjnaskolan;45882318;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;44;9,1;63,6;27,3;51;7,8;92,2;.;52;13,5;82,7;3,8;.;.;.;.;
Vibyskolan;15547680;Sollentuna;0163;Enskild;Vibyskolan Ekonomisk Förening;7696034201;38;2,6;34,2;63,2;41;.;82,9;17,1;38;21,1;73,7;5,3;.;.;.;.;
Hagaskolan;84585645;Solna;0184;Enskild;Djurgårdens Waldorfskoleförening;8024222641;19;5,3;47,4;47,4;17;.;64,7;35,3;18;16,7;55,6;27,8;.;.;.;.;
Internationella Engelska Skolan Solna;12259212;Solna;0184;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;55;5,5;63,6;30,9;82;4,9;70,7;24,4;84;8,3;86,9;4,8;21;9,5;57,1;33,3;
Noblaskolan Solna;27323097;Solna;0184;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;53;.;62,3;37,7;51;.;72,5;27,5;54;1,9;98,1;.;.;.;.;.;
Raoul Wallenbergskolan Bagartorp;13384795;Solna;0184;Enskild;Raoul Wallenbergskolorna AB;5566740113;53;3,8;73,6;22,6;54;.;61,1;38,9;57;12,3;86,0;1,8;.;.;.;.;
Råsunda skola;40618486;Solna;0184;Kommunal;Solna kommun;2120000183;126;4,8;60,3;34,9;134;3,0;64,9;32,1;129;3,9;82,2;14,0;.;.;.;.;
Tallbackaskolan;73581523;Solna;0184;Kommunal;Solna kommun;2120000183;57;1,8;43,9;54,4;73;.;64,4;35,6;67;6,0;64,2;29,9;.;.;.;.;
Ulriksdalsskolan;46706680;Solna;0184;Kommunal;Solna kommun;2120000183;86;2,3;69,8;27,9;95;8,4;78,9;12,6;93;.;93,5;6,5;.;.;.;.;
Vittra Frösunda;48760074;Solna;0184;Enskild;Vittraskolorna AB;5564586716;34;.;94,1;5,9;36;11,1;50,0;38,9;37;21,6;64,9;13,5;.;.;.;.;
Ängkärrskolan i Solna;98515782;Solna;0184;Enskild;Stiftelsen Nya Ängkärrsskolan;8020174069;18;11,1;83,3;5,6;19;15,8;73,7;10,5;18;44,4;44,4;11,1;.;.;.;.;
Vindelälvsskolan 4-9;94589976;Sorsele;2422;Kommunal;Sorsele kommun;2120002585;21;4,8;47,6;47,6;24;.;83,3;16,7;21;4,8;71,4;23,8;.;.;.;.;
Sotenässkolan;78294346;Sotenäs;1427;Kommunal;Sotenäs kommun;2120001322;76;21,1;60,5;18,4;77;7,8;46,8;45,5;82;13,4;65,9;20,7;.;.;.;.;
Baldersskolan 7-9;86546038;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;55;16,4;63,6;20,0;59;.;71,2;28,8;64;43,8;54,7;1,6;.;.;.;.;
Hagalidskolan;28784410;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;145;7,6;55,2;37,2;156;.;69,2;30,8;155;11,6;72,9;15,5;.;.;.;.;
Hjärupslundsskolan;46191968;Staffanstorp;1230;Kommunal;Staffanstorps kommun;2120001017;109;11,9;70,6;17,4;112;2,7;69,6;27,7;110;35,5;62,7;1,8;.;.;.;.;
Kristinedalskolan 7-9;18275028;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;59;5,1;61,0;33,9;74;.;74,3;25,7;77;5,2;93,5;1,3;19;5,3;73,7;21,1;
Stenungskolan;30707344;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;142;1,4;36,6;62,0;142;.;63,4;36,6;144;8,3;77,1;14,6;.;.;.;.;
Stenungsunds Montessoriskola;38786895;Stenungsund;1415;Enskild;Stenungsunds Montessori Ekonomiska Förening;7696038103;16;6,3;81,3;12,5;16;.;75,0;25,0;16;12,5;87,5;.;.;.;.;.;
Stora Högaskolan 7-9;21617136;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;113;2,7;72,6;24,8;108;1,9;88,9;9,3;110;5,5;83,6;10,9;.;.;.;.;
Abrahamsbergsskolan;44673074;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;98;5,1;69,4;25,5;96;.;59,4;40,6;105;6,7;90,5;2,9;.;.;.;.;
Adolf Fredriks musikklasser;99648792;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;177;1,1;62,7;36,2;176;6,3;84,1;9,7;180;5,6;93,3;1,1;.;.;.;.;
Akalla grundskola F-9;37796564;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;22;.;59,1;40,9;47;8,5;70,2;21,3;42;52,4;47,6;.;25;4,0;72,0;24,0;
Almaskolan;14945659;Stockholm;0180;Enskild;Almaskolan AB;5569224610;48;10,4;77,1;12,5;48;.;56,3;43,8;47;21,3;74,5;4,3;.;.;.;.;
Alviksskolan;72627865;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;72;8,3;68,1;23,6;85;2,4;75,3;22,4;87;10,3;75,9;13,8;.;.;.;.;
Aspuddens skola;72672270;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;127;15,7;42,5;41,7;129;0,8;89,1;10,1;125;2,4;89,6;8,0;.;.;.;.;
Bagarmossens skola;13679897;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;83;7,2;77,1;15,7;91;9,9;74,7;15,4;98;19,4;78,6;2,0;.;.;.;.;
Björkhagens skola;43088454;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;97;6,2;58,8;35,1;100;11,0;84,0;5,0;98;10,2;75,5;14,3;.;.;.;.;
Bredängsskolan;14121892;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;45;.;80,0;20,0;43;2,3;76,7;20,9;38;5,3;63,2;31,6;
Bäckahagens skola;20683111;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;52;7,7;55,8;36,5;70;.;90,0;10,0;81;24,7;74,1;1,2;22;4,5;59,1;36,4;
Campus Manilla;29371242;Stockholm;0180;Enskild;Campus Manilla Utbildning AB;5568834765;47;8,5;89,4;2,1;46;.;95,7;4,3;44;11,4;88,6;.;.;.;.;.;
Carlssons skola;35547286;Stockholm;0180;Enskild;Föreningen för Carlssons Skola;8020058270;59;8,5;76,3;15,3;55;.;81,8;18,2;57;22,8;75,4;1,8;.;.;.;.;
Cordoba International School;43134105;Stockholm;0180;Enskild;ALM Education AB;5566344270;15;.;73,3;26,7;34;.;76,5;23,5;33;.;97,0;3,0;19;.;78,9;21,1;
Ekens skola;13301127;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;136;5,1;56,6;38,2;138;5,1;79,0;15,9;140;18,6;79,3;2,1;.;.;.;.;
Ellen Key skolan;16394249;Stockholm;0180;Enskild;Stiftelsen Ellen Key Skolan;8152007970;20;.;90,0;10,0;19;.;84,2;15,8;23;8,7;82,6;8,7;.;.;.;.;
Enbacksskolan;43632318;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;19;.;57,9;42,1;38;.;26,3;73,7;38;.;76,3;23,7;15;.;60,0;40,0;
Engelbrektsskolan;87521048;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;160;0,6;53,1;46,3;132;.;66,7;33,3;164;2,4;87,8;9,8;.;.;.;.;
Engelska Skolan Norr;29725531;Stockholm;0180;Enskild;Engelska Skolor och Förskolor i Sverige AB;5565699302;25;4,0;80,0;16,0;46;15,2;82,6;2,2;46;17,4;78,3;4,3;21;4,8;85,7;9,5;
Engelska Skolan Novia;66455663;Stockholm;0180;Enskild;Engelska Skolor och Förskolor i Sverige AB;5565699302;20;5,0;20,0;75,0;25;.;64,0;36,0;26;.;53,8;46,2;.;.;.;.;
Enskede skola;72248694;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;109;6,4;69,7;23,9;103;.;58,3;41,7;108;11,1;81,5;7,4;.;.;.;.;
Enskilda gymnasiet, gr;92750123;Stockholm;0180;Enskild;Enskilda Gymnasiet;8020126531;56;16,1;67,9;16,1;57;.;87,7;12,3;59;23,7;72,9;3,4;.;.;.;.;
Entréskolan Stockholm;54847211;Stockholm;0180;Enskild;AmiSgo AB;5568148117;43;14,0;72,1;14,0;46;2,2;78,3;19,6;46;.;80,4;19,6;.;.;.;.;
Eriksdalsskolan;59249600;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;111;9,0;74,8;16,2;136;0,7;63,2;36,0;139;9,4;84,9;5,8;18;16,7;66,7;16,7;
Estniska Skolan i Stockholm;34540901;Stockholm;0180;Enskild;Estniska Skolan i Stockholm;8020058908;.;.;.;.;19;.;42,1;57,9;20;35,0;65,0;.;.;.;.;.;
Europaskolan;79969356;Stockholm;0180;Enskild;AB Parts & Paomees;5567025696;35;.;100,0;.;39;.;61,5;38,5;40;5,0;95,0;.;.;.;.;.;
Farsta grundskola;38758770;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;98;4,1;70,4;25,5;109;0,9;69,7;29,4;115;27,0;67,8;5,2;.;.;.;.;
Franska Skolan/Ecole francaise;42328518;Stockholm;0180;Enskild;Stiftelsen Franska Skolan;8020061530;89;.;65,2;34,8;93;.;92,5;7,5;88;3,4;90,9;5,7;.;.;.;.;
Fredrikshovs slotts skola;64065082;Stockholm;0180;Enskild;Stiftelsen Carpe Diem;8020178060;30;13,3;70,0;16,7;30;.;93,3;6,7;30;16,7;83,3;.;.;.;.;.;
Fruängens skola;19353396;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;40;2,5;60,0;37,5;42;2,4;81,0;16,7;48;20,8;77,1;2,1;.;.;.;.;
Fryshuset Grundskola Västra;69004747;Stockholm;0180;Enskild;Stiftelsen Fryshuset;8020111582;.;.;.;.;22;.;36,4;63,6;23;8,7;87,0;4,3;.;.;.;.;
Fryshusets grundskola, Sthlm;19657993;Stockholm;0180;Enskild;Stiftelsen Fryshuset;8020111582;101;10,9;80,2;8,9;95;.;97,9;2,1;96;5,2;80,2;14,6;.;.;.;.;
Grimstaskolan;51341279;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;26;7,7;88,5;3,8;61;1,6;88,5;9,8;36;13,9;72,2;13,9;33;6,1;84,8;9,1;
Grundskolan Metapontum;90850620;Stockholm;0180;Enskild;Metapontum AB;5566641691;30;10,0;66,7;23,3;42;2,4;95,2;2,4;40;30,0;65,0;5,0;.;.;.;.;
Gubbängsskolan;93412255;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;68;4,4;73,5;22,1;77;2,6;76,6;20,8;78;28,2;67,9;3,8;.;.;.;.;
Gärdesskolan;41176931;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;141;.;28,4;71,6;147;1,4;61,9;36,7;146;11,0;81,5;7,5;.;.;.;.;
Hagsätraskolan;82110758;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;33;18,2;69,7;12,1;56;.;50,0;50,0;51;7,8;72,5;19,6;20;15,0;80,0;5,0;
Hammarbyskolan Södra;68602166;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;57;3,5;50,9;45,6;63;3,2;84,1;12,7;64;15,6;82,8;1,6;.;.;.;.;
Hjulsta grundskola F-9;69266159;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;35;14,3;51,4;34,3;48;.;100,0;.;48;4,2;75,0;20,8;.;.;.;.;
Husbygårdsskolan F-9;42149666;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;31;6,5;64,5;29,0;49;.;95,9;4,1;46;15,2;73,9;10,9;17;5,9;70,6;23,5;
Hässelby Villastads skola;86597125;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;110;.;48,2;51,8;113;.;39,8;60,2;114;5,3;74,6;20,2;.;.;.;.;
Hässelbygårdsskolan;87838841;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;.;.;.;.;45;6,7;77,8;15,6;41;2,4;85,4;12,2;30;.;66,7;33,3;
Högalidsskolan;24716970;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;78;3,8;69,2;26,9;85;.;72,9;27,1;84;6,0;89,3;4,8;.;.;.;.;
Höglandsskolan;36281817;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;53;.;83,0;17,0;56;.;69,6;30,4;53;.;90,6;9,4;.;.;.;.;
Hökarängsskolan;57184925;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;97;.;61,9;38,1;112;0,9;66,1;33,0;109;0,9;76,1;22,9;15;.;80,0;20,0;
Innovitaskolan Södermalms Högstadium;26568390;Stockholm;0180;Enskild;Primaskolan i Sverige AB;5565570958;15;6,7;60,0;33,3;17;.;64,7;35,3;19;5,3;84,2;10,5;.;.;.;.;
Internationella Engelska Skolan Bromma;90732940;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;134;21,6;72,4;6,0;144;2,1;91,0;6,9;147;16,3;74,1;9,5;.;.;.;.;
Internationella Engelska Skolan Enskede;38935587;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;125;14,4;63,2;22,4;118;2,5;55,9;41,5;121;10,7;81,0;8,3;.;.;.;.;
Internationella Engelska skolan Hässelby;74482611;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;72;1,4;72,2;26,4;88;.;90,9;9,1;91;4,4;89,0;6,6;18;.;61,1;38,9;
Internationella Engelska Skolan Kista;82982309;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;74;2,7;55,4;41,9;121;0,8;73,6;25,6;115;11,3;78,3;10,4;48;6,3;62,5;31,3;
Internationella Engelska Skolan Liljeholmen;72624886;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;104;10,6;69,2;20,2;135;.;97,0;3,0;136;33,8;64,7;1,5;35;8,6;54,3;37,1;
Internationella Engelska Skolan Skärholmen;72066571;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;68;7,4;80,9;11,8;87;1,1;85,1;13,8;88;20,5;71,6;8,0;15;6,7;86,7;6,7;
Internationella Engelska Skolan Årsta;35129114;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;113;.;82,3;17,7;125;1,6;65,6;32,8;121;5,8;67,8;26,4;.;.;.;.;
Internationella Engelska Skolan Älvsjö;83584296;Stockholm;0180;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;81;6,2;75,3;18,5;116;2,6;86,2;11,2;113;11,5;66,4;22,1;19;15,8;63,2;21,1;
JENSEN grundskola Långholmen;57317316;Stockholm;0180;Enskild;Jensen Education College AB;5566358759;31;9,7;74,2;16,1;30;.;86,7;13,3;31;.;100,0;.;.;.;.;.;
Johan Skytteskolan;97683561;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;169;3,0;40,2;56,8;172;0,6;76,2;23,3;174;11,5;85,6;2,9;.;.;.;.;
Järvaskolan;13582062;Stockholm;0180;Enskild;Järvaskolan AB;5569572315;32;15,6;65,6;18,8;74;8,1;86,5;5,4;71;21,1;76,1;2,8;38;5,3;73,7;21,1;
Katarina Norra skola;23617768;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;69;.;85,5;14,5;74;.;64,9;35,1;75;.;97,3;2,7;.;.;.;.;
Kista grundskola;22513261;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;31;3,2;45,2;51,6;83;.;86,7;13,3;79;16,5;81,0;2,5;54;1,9;66,7;31,5;
